title,link,author,content
Une touriste espagnole tuée par un éléphant,https://vsd.fr/74402-une-touriste-espagnole-tuee-par-un-elephant/,Corinne Picard,"Une étudiante espagnole de 22 ans, originaire de Valladolid, a trouvé la mort le vendredi 3 janvier sur l'île de Yao Yai, en Thaïlande, après avoir été attaquée par un éléphant qu'elle lavait. Ce moment, censé être une expérience inoubliable pour la jeune femme et son compagnon, s'est tragiquement transformé en drame, rapporte la BBC.     Activité prisée    Alors que Blanca Ojanguren Garcia participait à une activité très prisée des touristes, consistant à laver les éléphants dans un centre nommé Koh Yao Elephant Care, la jeune femme a été frappée par la trompe d'un pachyderme femelle âgée de 50 ans. Contrairement aux rumeurs initiales, l'agence de presse EFE a confirmé qu'elle n'avait pas été blessée par les défenses de l'animal. Malgré une prise en charge d'urgence et un transfert à l'hôpital, Blanca n'a pas survécu à ses blessures.    Temporairement fermé    Le centre Koh Yao Elephant Care, qui accueille quotidiennement entre 10 et 30 visiteurs pour observer ou interagir avec ses trois éléphants, a été fermé à la suite de l'incident. Son propriétaire, Yan, a déclaré qu'au moment du drame, environ 18 personnes, dont le petit ami de la victime, étaient sur le site. Aucune autre personne n'a été blessée. La réouverture du centre a été suspendue jusqu'à nouvel ordre.    Ce centre affirme pourtant en ligne offrir des « expériences éthiques et responsables » avec les éléphants, précisant qu'il ne « contrôle pas les animaux » et n'utilise pas de crochets. Des experts soulignent aux médias locaux que le comportement de l'éléphant pourrait être lié au stress causé par la vie en captivité et l'interaction quotidienne avec les touristes.    Une pratique controversée&nbsp;    Les activités touristiques impliquant des éléphants sont très populaires en Thaïlande, mais elles font l'objet de critiques croissantes pour leur impact sur le bien-être des animaux. Si le Koh Yao Elephant Care se présente comme un centre respectueux des pachydermes, le stress de ces animaux reste un sujet d'inquiétude. Selon les défenseurs des animaux, la pression constante des interactions humaines peut entraîner des comportements imprévisibles et dangereux. L'incident de Yao Yai s'inscrit dans un contexte plus large d'accidents impliquant des éléphants en Thaïlande. En 2024, le Département des parcs nationaux, de la faune et de la conservation de la flore a signalé 39 décès dus à des attaques d'éléphants sauvages, sur un total de 240 décès recensés au cours des 12 dernières années. Ces chiffres concernent principalement des éléphants sauvages, poussés vers des zones habitées par les humains en raison de la destruction de leur habitat. Le corps de la jeune femme a été transféré sur l'île de Phuket, où les procédures de rapatriement sont en cours.."
Variole du singe : un premier cas du nouveau variant identifié en France,https://vsd.fr/74412-variole-du-singe-un-premier-cas-du-nouveau-variant-identifie-en-france/,Corinne Picard,"Un premier cas du nouveau variant clade 1b de&nbsp;mpox&nbsp; a été détecté en France, selon un communiqué du ministère de la Santé publié lundi 6 janvier au soir, confirmant une information rapportée par Ouest-France. « Le ministère du Travail et de la Santé a été informé d'un premier cas humain de mpox de clade 1b sur le territoire national, en Bretagne. Les mesures de gestion recommandées ont été immédiatement mises en place », précise le communiqué.    Origine de la contamination     Le cas concerne une personne qui n'a pas voyagé en Afrique centrale, où les différents clades de mpox, y compris le clade 1b, circulent activement depuis plusieurs mois. Cependant, cette personne a été en contact avec deux individus de retour d'Afrique centrale. Une enquête est en cours pour déterminer l’origine de la contamination et identifier les contacts à risque. D'après les informations de Ouest-France , il s'agit d'une femme résidant en Bretagne, prise en charge par le service des maladies infectieuses du CHU de Rennes. Son état est actuellement stable.    Le mpox, aussi connu sous le nom de variole du singe, est une maladie virale transmissible de l'animal à l'homme, mais également entre humains. Elle provoque des symptômes tels qu'une forte fièvre, des douleurs musculaires et des lésions cutanées caractéristiques, notamment des pustules.    Cas sporadiques    Le ministère rappelle que quatre pays de l'Espace économique européen (EEE) — la Suède, l'Allemagne, le Royaume-Uni et la Belgique — ont signalé des cas de mpox de clade 1b depuis l'été dernier. Selon le Centre européen de prévention et de contrôle des maladies (ECDC), le risque pour la population générale en France et en Europe reste faible. Toutefois, des cas sporadiques liés à des zones de circulation virale intense peuvent survivre. La détection rapide de ce cas en France a été possible grâce au système de surveillance en place.    Au 1er janvier 2025, Santé publique France a recensé 215 cas de mpox, dont 4 au cours des neuf derniers jours. Ce variant est actuellement considérée comme le plus contagieux , avec le taux de létalité le plus élevé.    Augmentation continue    Le ministère souligne que les épidémies de mpox de clade 1 sont en nette augmentation en Afrique depuis le début de 2023. Le nombre total de cas pour 2024 dépasse déjà celui enregistré en 2023. Ce clade 1 est distinct de celui qui avait provoqué l'épidémie de 2022 en Europe, principalement associé au clade 2b, aujourd'hui en net recul.    Fin novembre, l'Organisation mondiale de la santé (OMS) a décidé de maintenir son plus haut niveau d'alerte concernant l'épidémie de mpox en raison de l'augmentation continue des cas et de leur expansion géographique. L'OMS a également souligné les défis opérationnels posés par cette crise et la nécessité de répondre efficacement aux réponses à l'échelle internationale.    Deux épidémies sévissent actuellement : l'une, provoquée par le clade 1 en Afrique centrale, touchant principalement des enfants, et l'autre, liée au clade 1b, affectant surtout des adultes dans l'Est de la RDC et les pays limitrophes."
"Elle s’assied sur l’aile du Boeing, il saute sur le tarmac… Paniques à bord !",https://vsd.fr/74373-elle-sassied-sur-laile-du-boeing-il-saute-sur-le-tarmac-paniques-a-bord/,Corinne Picard,"Vendredi 3 janvier, une vidéo devenue virale sur les réseaux sociaux montre un Airbus A318 d'Air France effectuant un atterrissage d'urgence à Paris-Charles-de-Gaulle, quelques minutes seulement après son décollage.Peu avant 21h45, le vol AF1448, à destination de Barcelone, a dû regagner l’aéroport en raison d'un dysfonctionnement de la cabine de pressurisation. Une urgence qui aurait pu tourner au drame. Conformément aux procédures, les masques à oxygène se déploient en cabine, plongeant les passagers dans une atmosphère de tension maximale. « L'équipage a activé la chute des masques car l'altitude de largage automatique n'avait pas encore été atteinte », a précisé Air France.Après seulement 17 minutes de vol, l'appareil a atterri sans encombre à 22h12 et aucun blessé n'a été signalé. Sur X, la compagnie aérienne a rappelé que « Les équipages d’Air France sont régulièrement entraînés à gérer ce type de situation conformément aux procédures du constructeur ».    Grimper sur l'aile gauche    Quelques jours plus tôt, une scène tout aussi inattendue s'est déroulée sur le tarmac de l'aéroport de Seattle-Tacoma, aux États-Unis. Une passagère d'un vol d'Alaska Airlines, en proie à une violente crise d'angoisse, a ouvert l'issue de secours d'un Boeing 737-900 après l'atterrissage, avant de grimper sur l'aile gauche de l'appareil, situé à environ trois mètres du sol. Les caméras de vidéosurveillance ont filmé la scène... Vêtue d'une chemise rouge et d'un pantalon sombre, la femme est restée immobile sur l'aile pendant une minute, sous le regard médusé des passagers et du personnel au sol. Deux employés au sol ont rapidement donné l'alerte. À l'aide d'une échelle, les pompiers ont réussi à la faire descendre après 12 minutes. La compagnie Alaska Airlines a précisé que la passagère, bien que qualifiée « d'invitée perturbée », ne ferait pas l'objet de poursuites judiciaires. « Cet acte est dû à une crise d'angoisse », ont expliqué les responsables de l' aéroport.     A Port of Seattle surveillance camera captured the visuals of an Alaska Airlines passenger opening an emergency exit and walking onto the wing of the plane after it landed at Seattle-Tacoma International Airport (SEA).The event took place after the Alaska Airlines Flight 323… pic.twitter.com/OgkF5AKNBq&mdash; FL360aero (@fl360aero) December 29, 2024     Ouvre la porte au décollage    Ces incidents s'inscrivent dans une série d'événements qui ont marqué les dernières semaines de l'année. Quelques jours auparavant, un autre incident similaire avait eu lieu à l’aéroport de Toronto au Canada. Un passager d’un vol d’Air Canada avait ouvert la porte quelques instants avant le décollage, sur un vol de 13 heures à destination de Dubaï. Puis il a sauté sur le tarmac. Après une chute de six mètres, il a été transporté à l’hôpital avec seulement des « blessures légères », selon les autorités locales. L’homme était en « état de crise d’angoisse», selon les forces de l’ordre. Ensuite, l’avion a pu décoller avec six heures de retard.&nbsp;"
"Attentats de 2015 : rescapés, politiques… Ils témoignent de ce « lien »  qui les unit depuis 10 ans",https://vsd.fr/74361-attentats-de-2015-rescapes-politiques-ils-temoignent-de-ce-lien-qui-les-unit-depuis-10-ans/,Corinne Picard,"En 2015, la France était pilonnée par l'État islamique à travers plusieurs attentats meurtriers. Dix ans plus tard, dans un documentaire exceptionnel « Attentats 2015, ce qui nous lie » diffusé ce lundi 6 janvier sur M6 à 21h10, les deux femmes font parler ceux qui ont vécus les attentats de plein fouet. Ils parlent de ce jour qui a tout changé pour eux et de la manière de continuer à exister, ensuite. Blessés mais vivants, autrement.Dans ce film de 90 minutes, Agnès Pizzini et Claire Denavarre, de Zed Production donnent la parole aux victimes, secouristes, policiers, médecins, personnalités politiques.     Découvrir l'interview complète dans le magazine VSD     VSD. Quelle a été votre approche pour ce documentaire ?    Agnès Pizzini. On s'approchait des 10 ans des attentats de 2015. Je ne souhaitais pas réaliser un film qui soit un rappel chronologique des événements. En revanche, j'avais envie de savoir ce qu'étaient devenues ces personnes, ces victimes et ces témoins qui les ont vécus en direct. Quelles sont leurs séquelles ? Comment vit-on après des événements comme ceux-ci ? Qu'est-ce qu'on fait après ? C'est un sujet très lourd à porter seule alors j'ai demandé à Claire Denavarre de faire ce film avec moi.    Claire Denavarre. Ce qui nous intéressait, c'était justement ce recul qu'offraient les dix années qui s'étaient écoulées depuis. Nous avons voulu donner la parole à ces témoins directs, qu'il s'agisse des victimes mais aussi de ceux qui sont intervenus directement, comme les pompiers, les policiers, le patron de la BRI (Brigade de recherche et d'intervention) et les responsables politiques de l'époque comme François Hollande - président de la République -, Bernard Cazeneuve - alors ministre de l'Intérieur -, ou Anne Hidalgo - maire de Paris. Nous voulions savoir comment tous avaient vécu ces moments-là et comment ils les vivaient depuis. Notre sujet commence le lendemain. Il s'agit clairement d'un film de paroles.    A-t-il été difficile de convaincre ces témoins de se confier ?    C. D. Pour l'attentat de l'Hyper Cacher à la porte de Vincennes, cela a été compliqué pour les membres de la communauté juive de s'exprimer alors que s'étaient récemment produites les attaques du 7 octobre en Israël…. Vous avez lu 22% de l’interview à retrouver dans le magazine VSD.     Lire la suite dans le magazine VSD"
"Brûlures au chalumeau, violences…  Un père transforme le week-end de son fils de 6 ans et son copain en cauchemar",https://vsd.fr/74336-brulures-au-chalumeau-violences-un-pere-transforme-le-week-end-de-son-fils-de-6-ans-et-son-copain-en-cauchemar/,Corinne Picard,"« Ce petit connard, c'est lui qui hurle ! » Depuis le balcon de son appartement insalubre à Val (Var), Grégory A., 45 ans, pointe son propre fils, âgé de 6 ans. Ce soir du 22 juin dernier, ses voisins du bar-tabac alertés par des cris d'enfants comprennent qu'il ne s'agit pas de jeux bruyants mais de véritables violences. L'homme vient de retourner violemment le bras de son fils sous prétexte d'un «jeu». Le récit des événements, révélé par Nice-Matin à l'audience du tribunal correctionnel de Draguignan, dépasse l'entendement. À la barre, Grégory ne nie pas. « Mon comportement n'a pas été terrible », concède-t-il. C’est un euphémisme pour un homme condamné à un an de prison avec sursis probatoire, assorti d'une obligation de soins, de travail et d'un stage de responsabilité parentale, ainsi que d'un retrait de l'autorité parentale.    Week-end de chaos    Dans un appartement jonché de détritus et d'outils dangereux, Grégory avait la garde de son fils et du fils d'une amie, âgé de 7 ans. L'état des lieux décrit par les gendarmes évoque « un environnement absolument inadapté à des enfants », selon la présidente. Les enfants étaient livrés à eux-mêmes. Pendant un moment, Grégory avait laissé les deux garçons avec un client du bar, un homme de 86 ans qu'il connaissait à peine. Pendant ce temps, Grégory, musique à fond, passait son après-midi à boire et discuter avec une amie. Les garçons ne vont rien manger de la journée, si ce n'est quelques cornichons, car « je n'avais pas faim », se justifie l’homme à l'audience, précise le quotidien régional. Le soir venu, lorsque les enfants reviennent enfin chez lui, la situation s'aggrave. Les deux garçons témoignent avoir souffert de brûlures directes infligées par la buse d’un chalumeau. Aux gendarmes, ils ont souligné la douleur et la tentative improvisée de Grégory d'apaiser les blessures avec de l'eau froide.    Spirale de violence    L'expertise psychologique réalisée après les faits révèle un climat de violence permanent. Âgé de 7 ans, le fils de l'amie, confie avoir été fréquemment soumis aux «prises de MMA », des techniques de combat utilisées par Grégory pour s'amuser. L'enfant déclare aussi avoir été enfermé sur un balcon, parfois sous la pluie ou dans le froid, lorsqu'il rend visite à sa mère…  L’enfant, rapporte Nice-Matin, affirme aussi avoir été contraint de regarder un film pornographique. Il évoque même des «violences sexuelles », mais reste vague, car il «a peur que Grégory le tue ». Une enquête est en cours pour éclaircir ces accusations.    Le fils de Grégory, vit chez sa mère sous le contrôle des services sociaux. Son copain, lui, a été confié à sa grand-mère. La mère de ce dernier est également poursuivie pour délaissement de mineur."
L’influenceur algérien sous OQTF «Zazou Youcef» écroué,https://vsd.fr/74332-linfluenceur-algerien-sous-oqtf-zazou-youcef-ecroue/,Corinne Picard,"« Tirez sur eux, faites parler la poudre. » Ces mots glaçants, prononcés face caméra par Youcef A., alias Zazou Youcef, ont provoqué une onde de choc. Cet influenceur algérien de 25 ans, suivi par plus de 400 000 abonnés sur TikTok, a été placé en détention provisoire le samedi 4 janvier après avoir appelé à commettre des violences contre les opposants au régime algérien en France. Accusé d' « apologie publique d'un acte de terrorisme commise au moyen d'un service de communication au public en ligne » , il comparaîtra le 24 février 2025 devant le tribunal correctionnel de Brest. Il encourt jusqu'à 7 ans d'emprisonnement et 100 000 euros d'amende.    Supprimé par TikTok     Arrêté le 3 janvier dans un quartier de Brest, l'influenceur avait vu son compte principal supprimé par TikTok dès le 2 janvier. Le ministre de l'Intérieur, Bruno Retailleau, a salué cette intervention rapide, déclarée sur le réseau social X : « L'influenceur algérien (...) qui appelait sa communauté à commettre des attentats en France devra répondre de ses actes devant la Justice. Ne rien laisser passer. » Lors de son interrogatoire, Youcef A. a tenté de justifier ses propos. Il aurait affirmé qu'ils étaient destinés à la communauté algérienne et visaient les opposants au régime en place.    Les vidéos de Zazou Youcef, largement signalées, contenaient des appels explicites à la violence. Dans une première séquence publiée le 31 décembre, il menaçait ceux qui prévoyaient de manifester contre le régime algérien le 1er janvier. « On va vous faire comme dans les années 90. On va tirer sur vous (...) Faites parler la poudre. Président Tebboune, tirez sur eux, ils veulent le chaos. » Quelques jours plus tard, une nouvelle vidéo amplifiait ses menaces. « Nous sommes en guerre. Au moindre faux pas, on va niquer vos mères, » déclarait-il en mimant un geste d'égorgement, avant d'ajouter : « Venez nous affronter (...) On va vous niquer, pisser sur vous, on va vous violer puis niquer votre mère. »    Condamné à 12 mois de prison    Originaire de Mostaganem, dans le nord-ouest de l'Algérie, Youcef A. est arrivé en France en 2020. Titulaire d'un titre de séjour depuis mars 2023 en tant que parent d'enfant français, il traîne un passé judiciaire : vol, participation aux émeutes de juin 2023 après la mort de Nahel, et dégradation d'un complexe sportif à Brest.  Condamné en décembre à douze mois de prison, il avait fait appel, échappant à une incarcération immédiate. Placé sous une Obligation de Quitter le Territoire Français (OQTF) et inscrite au fichier des personnes recherchées.TikTok, qui a supprimé son compte principal pour « non-respect des règles communautaires » , a rappelé que « les organisations ou les personnes violentes et haineuses n'ont pas leur place sur la plateforme. »"
Dry January ou la révolution silencieuse des Français,https://vsd.fr/74328-dry-january-ou-la-revolution-silencieuse-des-francais/,Corinne Picard,"Apparu en 2020 en France, le Dry January, défi consistant à ne pas consommer d’alcool durant tout le mois de janvier, s’impose de plus en plus dans les mœurs. Né à la suite des excès souvent caractéristiques des fêtes de fin d’année, ce qui était initialement perçu comme un phénomène marginal ou une mode passagère commence à séduire une part croissante de la population. En janvier 2025, près de 17 millions de Français, soit un sur quatre, déclarent vouloir relever le défi, selon une consultation de l’IFOP. Un bond significatif par rapport à 2020, où seuls 6,8 millions de Français avaient tenté l'expérience.    Mode de vie plus sain    Selon l’étude IFOP, les motivations des participants se concentrent essentiellement autour de la quête d’un mode de vie plus équilibré. En tête des raisons évoquées, l’envie de perdre du poids, suivie par la volonté de compenser les excès des fêtes, et enfin le plaisir de pouvoir rentrer d’une soirée sans se soucier de la conduite. Pour accompagner cette démarche, les habitudes de consommation évoluent également : les mocktails, cocktails sans alcool, supplantent temporairement le vin, boisson préférée des Français.    Succès chez les jeunes    Le Dry January séduit particulièrement les jeunes générations. Parmi les participants, 37 % des 25-34 ans affirment relever le défi cette année. Ce phénomène dépasse désormais le simple cadre du défi ponctuel pour s’inscrire dans une évolution durable des habitudes de consommation. Le sans alcool gagne du terrain, notamment auprès des jeunes, qui revoient leur rapport à l’alcool pour adopter des comportements plus modérés. Face à cette tendance, même les domaines les plus traditionnels, comme la gastronomie et les caves, adaptent leur offre. Les producteurs rivalisent d’ingéniosité pour séduire ce nouveau public : vins désalcoolisés, bières artisanales sans alcool, ou encore spiritueux « zéro degré » viennent enrichir les menus et séduire les amateurs de saveurs raffinées.    Nombreux bénéfices    C'est un défi qui semble s'inscrire dans la durée. Alors que 12 % des participants de 2025 se lancent dans le Dry January pour la première fois, il apparaît que ce défi est bien plus qu’un simple phénomène de mode. En effet, d’après plusieurs études, les bénéfices ressentis pendant ce mois de sobriété, tels qu’un meilleur sommeil, une énergie accrue et des économies financières, poussent de nombreux participants à réduire durablement leur consommation d’alcool."
La doyenne de l'humanité est morte,https://vsd.fr/74322-la-doyenne-de-lhumanite-est-morte/,Corinne Picard,"Tomiko Itooka, reconnue comme la personne la plus âgée du monde, s'est éteinte à l'âge de 116 ans, laissant derrière elle un héritage remarquable et une vie traversant trois siècles. La doyenne, qui adorait les bananes et une boisson japonaise au yaourt appelée Calpis, est décédée le 29 décembre dans une maison de retraite d'Ashiya, au cœur de la préfecture de Hyogo, a annoncé un responsable local en charge des politiques relatives aux personnes personnes âgées.    Née le 23 mai 1908 à Osaka, Itooka avait été désignée l'année dernière comme la personne la plus âgée au monde, succédant à Maria Branyas, décédée à 117 ans, selon le Groupe de recherche en gérontologie. Sa réaction à cette reconnaissance fut d'une sobriété désarmante : « Merci. »    Energie débordante    Connue pour son dynamisme et sa joie de vivre, Tomiko Itooka a mené une vie marquée par la résilience et l'enthousiasme. Au lycée, elle s'illustrait comme joueuse de volley-ball et impressionnait par son énergie débordante. Elle a même gravi deux fois le mont Ontake, une montagne emblématique culminant à 3 067 mètres. Mariée à 20 ans, elle a élevé deux filles et deux fils tout en participant activement à la gestion du bureau de l'usine textile de son mari durant la Seconde Guerre mondiale. Veuve depuis 1979, elle a vécu seule à Nara pendant des décennies, entretenant des liens étroits avec ses proches. Lors de son dernier anniversaire, célébré en mai, Itooka avait reçu des fleurs, un gâteau et une carte du maire, témoignant de l'affection et du respect qu'elle inspirait.    Figure mondiale    La doyenne laisse derrière elle un fils, une fille et cinq petits-enfants. Une cérémonie funéraire s'est tenue en présence de sa famille et de ses amis proches, marquant la fin d'une existence exceptionnelle."
Le roi Charles attristé par la mort d'un Britannique dans l'attaque à la Nouvelle-Orléans,https://vsd.fr/74316-le-roi-charles-attriste-par-la-mort-dun-britannique-dans-lattaque-a-la-nouvelle-orleans/,Corinne Picard,"Le roi Charles III s'est dit profondément bouleversé par la mort d'un ressortissant britannique, Edward Pettifer, 31 ans, victime d'une attaque à la voiture-bélier survenue à la Nouvelle-Orléans lors des festivités du Nouvel An, selon des sources proches du palais de Buckingham. Il s’agit d'Edward Pettifer, 31 ans, beau-fils de la nounou de William et Harry.    Acte qualifié de terrorisme    Le souverain a personnellement pris contact avec la famille du défunt, décédé des suites de ses blessures. Rappelons qu'un pick-up a percuté une foule rassemblée pour célébrer la nouvelle année dans le quartier animé de Bourbon Street, en Louisiane. Cet acte tragique a provoqué la mort de plus de 10 personnes et fait au moins 30 blessés, plongeant les célébrations dans la tristesse. Edward Pettifer, a été identifié par les autorités britanniques dans la matinée du samedi 4 janvier. Il est décrit comme le beau-fils d'Alexandra Pettifer, connue sous le nom de Tiggy, ancienne nounou des princes William et Harry. Dans un communiqué empreint d'émotion, sa famille a rendu hommage à ce jeune homme de 31 ans, évoquant « un fils, un frère, un petit-fils, un neveu et un ami merveilleux pour tant de personnes ».    Choc immense    Le message familial poursuit : « Toute la famille est anéantie par cette tragique nouvelle. La perte d'Edward à la Nouvelle-Orléans est un choc immense. Il nous manquera terriblement. Nos pensées accompagnent également les autres familles endeuillées par cette terrible attaque. »    L'attaque, perpétrée par Shamsud-Din Jabbar, un vétéran de l'armée américaine a été rapidement qualifiée d'acte de terrorisme par le FBI. Jabbar conduisait un véhicule dans lequel se trouvait un drapeau de l'État islamique. Après avoir percuté plusieurs dizaines de personnes, l'assaillant a ouvert le feu sur les forces de l'ordre arrivées sur les lieux, avant d'être abattu. Deux policiers ont également été blessés."
L’assassin d’un meurtre vieux de 40 ans abattu par la police,https://vsd.fr/74302-lassassin-dun-meurtre-vieux-de-40-ans-abattu-par-la-police/,Corinne Picard,"C'est en 2021 que les enquêteurs ont rouvert le dossier du meurtre de Debra Lee Miller, jeune serveuse assassinée à seulement 18 ans, le 29 avril 1981, dans la région de Mansfield aux Etats-Unis. L’affaire, relancée grâce aux progrès de la recherche ADN, a permis d’identifier un coupable autrefois passé sous les radars.     Grille de four    À l’époque, la victime avait été retrouvée battue à mort avec une grille de four. Malgré des prélèvements ADN réalisés sur la scène du crime, aucun suspect n’avait pu être identifié. L’enquête s’était enlisée. Mais ces traces, soigneusement conservées dans les archives, ont finalement livré leurs secrets.  «Nous avons analysé les objets en lien avec la victime, ainsi que les fluides corporels présents sur la scène», a expliqué Chris Brown, procureur adjoint du comté de Richland, à la chaîne Fox 8. Les enquêteurs ont également examiné ce qu’ils pensaient être les armes du crime, notamment des casseroles, des poêles et une grille de four.    Ancien voisin    Les analyses ADN ont conduit les enquêteurs à James Vanest, un voisin de Debra Lee Miller, âgé de 26 ans au moment des faits. Déjà interrogé lors de l’enquête initiale, il n’avait toutefois jamais été considéré comme un suspect sérieux. Confronté aux résultats, James Vanest a admis avoir menti lors de son premier interrogatoire, prétendant que sa présence chez la victime était liée à une invitation, après avoir chassé un sans-abri de son domicile. Mais, lorsque les autorités ont souhaité l’interroger une seconde fois, l’homme a pris la fuite. Il a vendu sa maison, acheté une camionnette et s’est réfugié en Virginie-Occidentale. Le 18 novembre dernier, la police l’a localisé dans un motel de Jackson Township. Refusant de se rendre, James Vanest a ouvert le feu sur les agents, qui ont répliqué, le tuant sur place.Le chef de la police de Mansfield a déclaré l’affaire close, affirmant que l’assassin de Debra Lee Miller avait enfin été identifié et neutralisé. Ce dénouement grâce aux avancées des techniques médico-légales et à la persévérance des enquêteurs met fin à un mystère qui avait hanté la communauté locale pendant plus de 40 ans, "
"Après l’interpellation de Zazou Youcef, un autre influenceur algérien placé en garde à vue",https://vsd.fr/74298-apres-linterpellation-de-zazou-youcef-un-autre-influenceur-algerien-place-en-garde-a-vue/,Corinne Picard,"En moins de 24 heures, la France a assisté à l’arrestation de deux influenceurs algériens accusés d'incitation à la violence sur les réseaux sociaux. Après l’interpellation de Zazou Youcef vendredi matin à Brest, c’est à Échirolles (Isère) qu’Imad O.B., connu sous le pseudonyme « ImadTintin » sur TikTok, a été arrêté vendredi 3 janvier vers 19h30. Ces figures controversées, suivies par des dizaines de milliers de personnes, sont désormais placées en garde à vue pour répondre de propos qui, selon le ministre de l’Intérieur Bruno Retailleau, « ne doivent pas rester impunis ».    Escalade de violence    Dans une vidéo virale ayant accumulé plus de 800 000 vues avant la suppression de son compte TikTok, « ImadTintin » appelait ouvertement à « brûler », « tuer » et « violer » en France, ciblant ceux qui s'opposeraient au régime algérien. « Je jure devant Allah, nous allons tous vous violer, en Algérie et en France. Ici, ceux qui savent manier les armes vont vous achever (...) Personne vous défendra en France» clamait-il, avant d’exprimer son soutien à Zazou Youcef, arrêté plus tôt dans la journée pour des propos similaires. Le créateur de contenu déclarait : « Je suis avec toi Zazou, mon ami, et celui qui veut le sang n’a qu’à approcher. » Ces vidéos, dénoncées par l’activiste algérien réfugié en France Chawki Benzehra, illustrent une inquiétante tendance : l’utilisation des réseaux sociaux pour diffuser des messages de haine et de violence. Selon le procureur de Grenoble, Imad O.B. fait désormais face à des accusations de « menaces de mort matérialisées par écrit, image ou autre objet, commises en raison de la race, l’ethnie, la nation ou la religion. »     🚨Un autre influenceur algérien 🇩🇿 habitant à Grenoble 🇫🇷 appelle à brûler vif, tuer et à violer sur le sol français toute personne qui s’opposerait au régime algérien et exprime sa solidarité avec zazouyoucef arrêté ce matin❗️Il s’agit d’un ex-militaire 🇩🇿 en situation… pic.twitter.com/2o6RsCpX5o&mdash; Chawki Benzehra شوقي بن زهرة (@ChawkiBenzehra) January 3, 2025     Situation juridique complexe    Imad O.B., entré en France en décembre 2021 sous le statut de « conjoint de Français », est connu des autorités pour des infractions telles que la conduite sans permis. Sa demande de carte de séjour ayant été rejetée en août 2023, il fait l’objet d’une obligation de quitter le territoire français (OQTF). Cependant, sa récente paternité d’un enfant français complique la possibilité d’une expulsion rapide, malgré trois demandes de laissez-passer consulaires restées sans réponse de la part de l’Algérie.Cette affaire s'inscrit dans un contexte de tensions diplomatiques exacerbées entre la France et l’Algérie. Les médias algériens proches du pouvoir multiplient les attaques contre Paris, évoquant des complots et un climat hostile. Sur fond de l’affaire Boualem Sansal, l’hostilité affichée envers la France a trouvé une caisse de résonance inquiétante sur les réseaux sociaux, où des profils similaires à ceux de Zazou Youcef et d’ImadTintin émergent, prônant la violence et le rejet des opposants au régime algérien.Le ministre de l’Intérieur, Bruno Retailleau, a fermement condamné ces dérives. « (…) L’influenceur algérien « imadtintin » est en garde à vue. Lui aussi devra répondre des ignobles propos tenus sur TikTok devant la Justice. Ne rien laisser passer», a-t-il écrit sur le réseau X, soulignant la nécessité d’une action judiciaire exemplaire.     Ce soir, l’influenceur algérien « imadtintin»  est en garde à vue. lui aussi devra répondre des ignobles propos tenus sur TikTok devant la Justice. Ne rien laisser passer https://t.co/sx0aVO8MRp&mdash; Bruno Retailleau (@BrunoRetailleau) January 3, 2025"
Une disparition vieille de 52 ans enfin résolue : Sheila Fox retrouvée vivante,https://vsd.fr/74256-une-disparition-vieille-de-52-ans-enfin-resolue-sheila-fox-retrouvee-vivante/,Corinne Picard,"« C’est la fin de l’une des plus longues enquêtes de l’histoire de la police de West Midlands », a déclaré le porte-parole des forces de l’ordre britanniques, visiblement stupéfait. Ce mercredi, après 52 ans de mystère, les autorités anglaises ont annoncé avoir retrouvé Sheila Fox, vivante et en bonne santé.    L’histoire remonte à 1972, lorsqu’à Coventry (Royaume-Uni), Sheila Fox, alors jeune lycéenne de 16 ans, disparaît sans laisser de trace. À l’époque, la police privilégie la piste de la fugue, évoquant une relation avec un homme plus âgé. Les recherches sont intensives mais infructueuses. Sheila tombe dans l’oubli, laissant derrière elle un mystère non résolu.    Cliché flou    Fin décembre, la police de West Midlands relance l’affaire en publiant sur son site Internet et ses réseaux sociaux une vieille photo en noir et blanc de Sheila. Bien que de piètre qualité, cette image provoque un retournement inattendu. « Dans les heures qui ont suivi l’appel, des membres du public ont communiqué des informations cruciales », a expliqué un porte-parole dans des propos rapportés par The Guardian. Grâce à ces témoignages, la police est parvenue à localiser Sheila dans une région éloignée du pays. Selon l’inspectrice Jenna Shaw, en charge des enquêtes non résolues, « nos officiers ont pu lui parler et ont confirmé qu’elle se portait bien ».     A woman vanished 52 years ago. She’s been found alive thanks to a blurry photo https://t.co/kd5wrGUzOK pic.twitter.com/0BGNUJwBi7&mdash; The Independent (@Independent) January 2, 2025     Une vie secrète    Sheila Fox, désormais retraitée, a refait sa vie sans jamais reprendre contact avec sa famille ou son entourage d’origine. Les raisons de sa disparition en 1972 restent floues. Les autorités n’ont pas révélé les détails de son parcours ni même des circonstances exactes de sa découverte.    Ce dénouement inespéré rappelle que certaines énigmes, même après des décennies, peuvent trouver une issue grâce à la persévérance des enquêteurs et aux nouvelles technologies. Sheila Fox, autrefois portée disparue, s’avère finalement bien loin de Coventry… Et bien loin du passé qui l’avait enfermée dans le mystère."
